COMMAND,PWD,TTY,USER,"_raw","_time","active_time",datalength,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dropped,eventtype,host,if,index,linecount,pfsense,punct,received,sent,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timeendpos,timestartpos,uid,v
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 check_reload_status[506]: Reloading filter","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 check_reload_status[506]: Reloading filter","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 check_reload_status[506]: Restarting OpenVPN tunnels/interfaces","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___/",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 check_reload_status[506]: Restarting OpenVPN tunnels/interfaces","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___/",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 check_reload_status[506]: Restarting IPsec tunnels","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 check_reload_status[506]: Restarting IPsec tunnels","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 check_reload_status[506]: updating dyndns WAN_DHCP","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 check_reload_status[506]: updating dyndns WAN_DHCP","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 rc.gateway_alarm[36025]: >>> Gateway alarm: WAN_DHCP (Addr:192.168.31.1 Alarm:down RTT:0ms RTTsd:0ms Loss:100%)","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_.[]:_>>>__:__(:..._:_:_:_:%)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 rc.gateway_alarm[36025]: >>> Gateway alarm: WAN_DHCP (Addr:192.168.31.1 Alarm:down RTT:0ms RTTsd:0ms Loss:100%)","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_.[]:_>>>__:__(:..._:_:_:_:%)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    1.000000    2.000000 4","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    1.000000    2.000000 4","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.524288    1.000000 5","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.524288    1.000000 5","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.262144    0.524288 15","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.262144    0.524288 15","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.131072    0.262144 53","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.131072    0.262144 53","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.065536    0.131072 46","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.065536    0.131072 46","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.032768    0.065536 54","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.032768    0.065536 54","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.016384    0.032768 54","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.016384    0.032768 54","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.008192    0.016384 63","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.008192    0.016384 63","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.004096    0.008192 37","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.004096    0.008192 37","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.002048    0.004096 1","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.002048    0.004096 1","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.000000    0.000001 2","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info:    0.000000    0.000001 2","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____.____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: lower(secs) upper(secs) recursions","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_()_()_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: lower(secs) upper(secs) recursions","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_()_()_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: [25%]=0.0138484 median[50%]=0.0388361 [75%]=0.121811","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_[%]=._[%]=._[%]=.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: [25%]=0.0138484 median[50%]=0.0388361 [75%]=0.121811","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_[%]=._[%]=._[%]=.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: histogram of recursion processing times","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: histogram of recursion processing times","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: average recursion processing time 0.097468 sec","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: average recursion processing time 0.097468 sec","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____._",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: server stats for thread 0: requestlist max 9 avg 1.35569 exceeded 0 jostled 0","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:_____.____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: server stats for thread 0: requestlist max 9 avg 1.35569 exceeded 0 jostled 0","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:_____.____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: server stats for thread 0: 448 queries, 114 answers from cache, 334 recursions, 9 prefetch, 0 rejected by ip ratelimiting","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:__,____,__,__,_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: server stats for thread 0: 448 queries, 114 answers from cache, 334 recursions, 9 prefetch, 0 rejected by ip ratelimiting","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:__,____,__,__,_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: service stopped (unbound 1.23.0).","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 unbound[49174]: [49174:0] info: service stopped (unbound 1.23.0).","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 dpinger[34550]: exiting on signal 15","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 dpinger[34550]: exiting on signal 15","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:03 10.0.0.1 Nov 12 21:46:03 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:03.000-0600",,,10,12,16,november,3,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 dhclient[97162]: exiting.","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 dhclient[97162]: exiting.","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 dhclient[97162]: connection closed","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 dhclient[97162]: connection closed","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 php-fpm[435]: /rc.linkup: DEVD Ethernet detached event for wan","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:______",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 php-fpm[435]: /rc.linkup: DEVD Ethernet detached event for wan","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:______",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 php-fpm[435]: /rc.linkup: Hotplug event detected for WAN(wan) dynamic IP address (4: dhcp)","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_____()____(:_)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:02 10.0.0.1 Nov 12 21:46:02 php-fpm[435]: /rc.linkup: Hotplug event detected for WAN(wan) dynamic IP address (4: dhcp)","2025-11-12T10:16:02.000-0600",,,10,12,16,november,2,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_____()____(:_)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 dpinger[34550]: WAN_DHCP 192.168.31.1: sendto error: 50","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__...:__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 check_reload_status[506]: Linkup starting em0","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 check_reload_status[506]: Linkup starting em0","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 dhclient[97162]: em0 link state up -> down","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_____->_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 dhclient[97162]: em0 link state up -> down","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_____->_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 kernel: em0: link state changed to DOWN","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_:_:_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 10:16:01 10.0.0.1 Nov 12 21:46:01 kernel: em0: link state changed to DOWN","2025-11-12T10:16:01.000-0600",,,10,12,16,november,1,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_:_:_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
